class,text
Neg, i never understood what the clich     hell on earth   truly meant until very recently    i ve just never experienced anything in my life which was so terrifying   so horrible   so monstrously deplorable that it justified being termed as   hell on earth      after all   i ve never been to war   i ve never been the victim of any violent crime   i ve never really been broken hearted   and i ve never been audited   so i really had no frame of reference as to people meant when they said that something was   hell on earth    then i saw cruel intentions    in a perfect world   i would be in charge of all the movie studios    the very first thing i d do in this perfect world   would be to take every hollywood producer who thinks that setting any story in contemporary america with a 20 something cast playing teenagers and featuring a soundtrack ripped directly from mtv   and throw them in jail    but it wouldn t just be your average jail   not even a maximum security installation    i d have these producers   and everyone else involved in the production of these films   put in front of a war crimes tribunal and forced to beg for mercy for their crimes against humanity    now you re probably thinking to yourself     is this really how bad cruel intentions is      the answer is no    it s actually much worse    watching the cast of this motion picture atrocity try to act their way through roger kumble s awfully written script is probably a lot like stabbing yourself in the arm with a chainsaw and then pouring salt on the open wound    and then pouring acid on the salt    i don t know if kumble was trying to evoke comedy or tragedy out of his opening scene where marci greenbaum   tara reid   whines about having nude photos of her posted on the internet   but the only emotion i felt was sheer boredom    from that opening scene   where boring actor ryan phillippe tries to seduce tv actress swoosie kurtz   to the conclusion which i don t remember because i had practically fallen asleep   cruel intentions is truly   hell on earth     right up there with war and tax audits    
Pos, it was easy to fear the worst    begin with a classic 1960 s television series   add a big budget and an a list star in the lead role   and stir    script   you ask    who needs one   kid        we ve got ourselves a formula    that was my fear   a bloated monster without any sense of direction    then   much to my amazement   everything that could possibly go wrong        didn t    the fugitive is as lean   taut and tense as anything the action genre has produced in the last several years    under the direction of andrew davis   1992 s under siege     the fugitive grips you by the throat from the outset and never lets go    expect box office to go through the roof   deservedly   and expect an academy award nomination for tommy lee jones    the premise is a simple one    dr   richard kimble   harrison ford   is wrongly convicted for the murder of his wife after struggling with the real killer   a man with an artificial arm    after an escape attempt by some other prisoners during a transfer goes awry   kimble finds himself on the run    his one goal   to find the one armed man   andreas katsulas   before u   s   marshall sam gerard   tommy lee jones   finds him    where the fugitive surprises the most is the script   by jeb stuart and david twohy    in a genre where one is almost always asked to allow leaps of logic   the script repeatedly astonished me with its intelligence   its attention to detail and its respect for the audience    in an early sequence   kimble sneaks into a hospital to shave of his beard   slick back his hair and change into a lab coat    on his way out   a police officer jokingly tells the man he doesn t know is kimble to zip up his pants    it s a small moment   but it punches home the urgency of kimble s situation   and exactly what a man concerned about not being recognized might easily forget    later   while trying to lose himself in a parade   kimble thinks to drop his overcoat   the most likely way he d be recognized from behind    it s these details which convince us that when a colleague of kimble s tells gerard that he s too smart to be caught   he may just be right    credit must also be given to the special effects and stunt coordinators    the bus crash which allows kimble s escape is a spectacular sequence   as is a leap from a dam into the water below    the action is crisp and brutal   and never romanticized    special kudos go to director davis for maintaining a relentless pace which underscores the single mindedness of the two leads    and what a pair of performances those leads are    tommy lee jones is nothing short of brilliant as gerard   because he manages an incredibly challenging feat    for the first third of the film   there is really no * villain * per se   kimble is on the run   and gerard is out to find him    it would have been very easy to turn gerard into a malevolent   vindictive inspector javert   but that never happens    instead jones plays him as a sharp   committed man who s just doing his job   so that when he responds to kimble s comment     i didn t kill my wife     with a matter of fact     i don t care     we know exactly what he means    it s not his job to determine guilt or innocence    it s his job to bring in a fugitive    this is a well  written character played with relish by an actor at the top of his form    the only unfortunate thing about jones  stunning turn is that it s likely to overshadow harrison ford   and that s a shame    for his entire career   ford has been underappreciated as an actor due to his pigeonholing as an action hero    however   he does a fine job with the less flashy part of kimble   always keeping at the forefront the advantage this man has because of his intelligence    the fugitive could only work to its fullest if the two protagonists always seemed to be on equal footing   and ford is up to the task    this summer has been loaded with action/suspense films   and most of them have been doing brisk business    however   it s time for clint   sean   and various dinosaurs to step aside    the chase is on    my advice is to catch it    
Pos, let s face it   since waterworld floated by   the summer movie season has grown * very * stale    with no new eye candy for four weeks straight   we ve had to sustain ourselves on the quasi nutritional value of cheatin  husbands   traveling chocolate salesmen   and computer  generated serial killers    sigh    thank god for desperado    the freewheeling sequel to el mariachi  director robert rodriguez s notorious $7000 debut  stars a cool antonio banderas as the returning guitarist with no name    he s a man in black with revenge on his mind   and an arsenal in his case       the woman he loved was killed in the first film      so   he spends the entire story shooting drug dealers   sort of a tex mex version of the punisher   if you will    there isn t much of an emotional core to desperado    rodriguez is having too much fun finding new and innovative ways to pay homage to john woo       and sergio leone        and sam peckinpah          some may wince at the body count  at least 100 graphic killings is a fair estimate  but it s all played for laughs    big   broad   hispanic laughs that   for me   recall the physical comedy of blake edwards and his pink panther films    sick   slick fun    
Pos, on april 12th   1912   the most astonishing shipwreck in the history of the world occurred    on that fateful night   the titanic sunk    now   more than 50 years later   a film has been made    and what a film that is    james cameron s newest movie is a landmark in storytelling   emotion   and special effects    it starts in the present   where bill paxton and his band of scientists explore the depths of the ship s wreckage    exploring an old chest   paxton comes across a nude drawing of a young woman    the drawing is televised and the woman   gloria stuart   whose portrait the painting is of comes forward and slowly but surely   the ship s story is told    leonardo dicaprio stars as jack dawson   a young man with a sketch book   a heart of gold   an intelligent mind   and not much else   he wins his ticket aboard titanic in a poker game   and is the perfect match for rose dewitt bukater   kate winslett      she grows to love jack   but seems unable to escape the slimy clutches of her arranged fiance    cal hockley   billy zane      the film takes its time   and by doing so   makes us care about its characters   and shows us the full aspects of human emotion    the leads shine   there is no bad performance   in fact   these do not seems like performances at all   but genuine people   trapped on the doomed vessel   facing certain death    watching this film   i was amazed at how vivid and real these situations feel   the time rose and jack spend together at a third class party   the naivety that jack feels when he skecthes rose nude   the terror felt by all onboard   as certain doom turns people into both cowards and heroes    this   the most expensive movie ever made   $200 million   is destined to make its profit back   and then some    it also has more emotion and warmth than any other film this year     even this decade    it is also yet another first   the first $200 million dollar romance   and every critic in this country will agree that it was indeed   money extremely     very       well  spent    
Neg, robin williams   this time without a beard   returns to drama in this sloppy   sickly sweet fantasy with few redeeming features apart from the incredible effects    he plays chris nielsen   who meets annie   annabella sciora   and promptly marries her    they have two great kids   who sadly die in a car crash    just when it couldn t get any worse   chris gets killed in a car crash   and goes to heaven where he meets his guide albert   gooding jnr      annie can t take the grief anymore   and kills herself       all sounding like good fun so far      the  penalty  for suicide is to go to hell   and chris goes on a mission to try and rescue her using the help of the traveller   max von sydow      based on a novel by twilight zone writer richard matheson   what dreams may come is clunky   manufactured material doused with a extra load of sugar    this is the worse spielberg film spielberg never made    everything is wrong about this movie   the performances are forced   and the audiences fail to relate to any of the characters    williams puts on a convincing upset face   but that s all it is   a face    there s no emotion behind it    sciora s performance is lazy   and bogs down the whole film    she may look pretty   but she can t act    max von sydow is o   k as the traveller   if nothing special    cuba gooding jnr   thankfully   adds some bounce to his performance   and is certainly the best performer in the film    it s a shame that his character is so flat and 2 d   and offers no room for improvement    all the performers have to work with a soppy script   that tries it s best to get some emotion going   but never takes off the ground    there are  some  scenes which could be real heartwarmers   but the faceless characters don t help to get anything out of the performers    while films like e   t used great actors   music and direction to pull of a masterful heart tugging scene   what dreams may come is haphazard   expecting the emotion to come out of the scene automatically    instead   it s all rather boring    sure   the music is pretty   by michael kamen   and the cinematography isn t bad   by eduardo serra   but there s something lacking    the script doesn t help   filled with hopeless romantic clich   s   and dud speeches    richard matheson can write some awesome science fiction stories   sadly this novel would look embarrassed in a bargain bin   let alone being converted into a $70 million vehicle for robin williams    despite being set in heaven   what dreams may come is mightily depressing    the film rushes a happy ending   but everything before this is very   very sad and black   which just adds to make the ending even more hopeless and stupid    but there s one redeeming feature about this failure of a movie   the special effects    heaven and hell are truly incredible places   and the actors fit perfectly with the virtual sets    but despite this   what dreams may come   proves to be nothing but the biggest disappointment of 1998    instead of raising questions about existence   it raises boredom    sadly   i recommend you give this film a miss    better luck next time   robin    a david wilcock review   1998     you know   for kids     norville barnes  
Neg, while the summer movie season approached its long awaited cessation   we had yet another shoddy   subordinate disposable celluloid superhero movie brought on by the inexorable hasten from the major studios to please kids with everything they think kids will go for to disburse their seven bucks    and   once again   we have one of the worst films of the year    the trend of the moment   and bear in mind it s a trend not a movie   is spawn   and if you ve seen the animated series on hbo you ll recall it embodies the lost life of a disfigured man   an individual who has transpired the ultimate punishment   he s been sent to hell    todd mcfarlane   the creator of the spawn comic book   must have had a tough time sitting through spawn   for his creativity and themes about resurrection and loss of identity were all being jettisoned in favor of reliable special effects   style over substance   ambience over anything else    not only does spawn rely entirely on special effects   the story   about a bewildered individual who must take on a group of * bad guys * and * find himself * in the process is realized in such a sordid   incapable manner   it becomes indigestible after a while    every character in this film is lifeless   vacuous and seemingly written by a depressed college student    the story begins   like in every superhero movie in this age   with a man living an idyllic life    al simmons   michael jai white     a government agent/assassin shares the love of his wife   wanda   theresa russell   and daughter   has a tongue in cheek   wiseass partner   terry   d   b sweeney   and is content with the job his boss   jason wynn   martin sheen     provides him    the next element in the film is the part when things go awry    and as expected   everyone turns the tables on poor al    as the two are investigating their latest mission at some sort of biological weapons plant   al is befriended by jason   and dies in a gory and truly sickening scene    inevitably   it leads everyone to the conclusion that he has passed away    hence   jason s mischievous master mind plan   to ` conquer the world   is just commencing its initial stages   when al makes a pact with satan himself   agreeing to command the devil s army to take over the world and he gets to see his family again    so   our pal al has been uplifted to hell   and while his transformation from normal guy to spawn takes place   his ol  partner terry forms a relationship with his wife    time passes    and now spawn is present in the grotesque inner city   the ghetto where cog   nicol williamson   teaches spawn how to utilize his neat artifacts   his motorbike   armor   etc        this character is merely a poor man s obi wan kenobi without all the mythological hoopla    now the stage is set spawn   the new `enemy of evil  vs evil    and evil takes the cake   doubtlessly    john leguizamo s deliciously heinous performance as the injurious clown working for wynn is the film s relief point    all this anguish   pain   half baked themes and putrid action scenes are invisible to leguizamo   who steals the show and derives joy from his character   which is basically a compilation of so so one liners    and then there s martin sheen    whichever way you look you will find carving boards near his pitying and downright appalling last two years    his selections calls for an immediate firing of his agent    as the megalomaniac boss   his caricature plays like a bad dream out of a b movie   scrambled   and left in the shelf to rot    this is the man that starred in films such as apocalypse now and wall street    i d never thought i d be saying this   but at this juncture   charlie sheen s career is in better shape    spawn is a movie in which realism   or even an attempt to draw a parallel between the problems of the hero and real life is identifiable    for most of the film the vapid michael jai white consumes his time ogling   jumping through roofs   and performing all kinds of acrobatic exercises which even batman and robin accomplished better    it constantly reminded us we were watching a superhero movie   a very bad superhero movie    continually the film kept on depending on special effects   and sadly   this is how pictures are being made    perhaps no other movie better than spawn illustrates the deterioration of cinema through computer wizardry    the filmmakers seem to have forgotten every human element possible    the quality of this film is abysmal and insulting    it is perceptible that director mark dippe   attempted to touch the psychological chord that tim burton s batman did touch   the desperation of a man whose life has all but evaporated in one spontaneous act    but bruce wayne had human elements to him    he was pensive   resourceful and had relationships   which made our perspective on him equally human    the character of al simmons seems to be longing for a drastic change   as if he s fatigued about being normal    and as all superheroes   batman   superman   the phantom   they must possess an element of normal civilians to make us think they are extraordinary    none of this is present in spawn    the fighting sequences are weakly executed   the dialogue is penny dreadful and the art direction an odious duplicate of blade runner s    as an example of this film s vastly creative imagination the writers of spawn decided to include a poor orphan boy who is abandoned and beaten   and then rescued by spawn   so our emotions tend to be a little more sympathetic    admittedly   i did laugh once in the film   and that s when todd mcfarlane showed up in an unexpected cameo as a bum    it is no wonder why so american children grow up with no engrossment for art or literature    besides blaming a large portion of it on the laughable school system   i condemn the other part to garbage like spawn    movies that present no admiration   no captivation   no richness and vague interest in what children are being subjected to    and kids will continue to see films like spawn   simply because they are unable to differentiate what makes an imaginative   wondrous film from an insipid and wasteful one    children are not muppets    and spawn unapologetically targets children    
Pos, written by mark rosenthal and lawrence konner  starring charlize theron   bill paxton   david paymer  as reviewed by james brundage  i m beginning to get fed up    over my four years as a critic   the thing which has kept me going is the moderate balance of films    the good balances the bad    i try to see both in equal proportions    but disney s mighty joe young remake marks the fourth week in which i haven t seen a truly terrible movie    it s a backwards machismo   i suppose   the urge to see the things which you so loathe   but i need to see a bad film every once in a while    and   you know what   mighty joe young doesn t qualify    far from being bad   mighty joe young is actually a family fun movie    it s enjoyable   appropriate   cute   cuddly   and all of those other things that i ve been seeing in every movie since a bug s life    mighty joe young tracks a 2   000 pound gorilla in the wilds of africa that is taken to a reserve in        california            for safe keeping    okay    a little unrealistic   but who ever said a kid s movie had to have the slightest hint of realism    the first half of the movie is a gorillas in the mist esque hatred of poachers woman of the wild motif    the second half is a straight up parody of king kong   awestruck onlookers and all    mark one down    i m feeling relaxed    it is   as a point of fact   an extremely un creative movie    but   as a vetern   i can say quite honestly that creativity doesn t count for as much as it should    so that saves mighty joe from my wrath   although my colleagues and cohorts and surely bashing this film at this very moment    this is not the film to take a girl on a date to    it s not the film for you    it s the film for you and your family    when you re right alongside your kid   all of the normal rights and wrongs slip away    the same thing happens when you watch a horror movie or an action flick    it becomes fun    all you have to do to enjoy mighty joe young is shut up and watch    
Pos, `we run tings    tings don t run we       sound advice from capone   paul campbell   to his squaddie   or partner     floyd   winston bell      jamaican film   shot entirely on video   featuring a standard cop movie plot mixed with a dash of john woo styled brotherhood morals   and a little gunplay      capone   a tough as nails super cop   gets a transfer back to his hometown of kingston after successfully taking down some gangsters that have broken into his home   while he was with his lady   and killed his partner in front of him    when he arrives   he discovers that the ghetto where he grew up has gotten worse   thanks mainly to the crime boss wonie   jamaican film veteran carl bradshaw     so named because his left hand has been amputated and replaced by a grasping hook      capone discovers that wonie has been smuggling guns inside shipments of charity supplies for the area churches and   much to his disappointment   also finds out his childhood friend ratty   mark danvers   has been helping him    torn between doing his job and protecting his best friend   capone must make some hard decisions in order to make things right again    directed deftly by first time jamaican filmmaker chris browne   assistant director for such american films as how stella got her groove back and instinct     one hardly notices the film was shot on video after a while    shots are handled so efficiently that they quickly take on the nuances of the aforementioned john woo films   although the action isn t as hyperkinetic as most of woo s films are    the action scenes are handled with a kind of flair though   and eventually begin to take on a life of their own   beyond the hong kong films that they are obviously patterned after      the make up effects are particularly good in these scenes as well   with flawless squib work on display from the effects team    the cast is superb and listening to their dialogue   spoken with thick jamaican accents   half of which have to be subtitled because of their extensive use of slang     just adds to the interest    paul campbell   as the `loose cannon  capone   essays his role perfectly   displaying the right amount of menace and compassion at the right times    mark danvers evokes sympathy as ratty   the part time gun smuggler who is also trying to help the community by building football fields and organizing block parties to bring people together    unfortunately   carl bradshaw is given the least to do and his character as the crime boss seems ineffective   largely because his underlings seem to run all over him     but then again   that could be the way his character was intended to be portrayed    the music in the film is composed of all reggae songs   and the soundtrack was produced by grammy award winning artists   sly and robbie   who have worked with the likes of the rolling stones   maxi priest   bob dylan   james brown   grace jones   herbie hancock   bootsy collins   and carly simon among others      the end credit song   `we run tings    by the group red dragon   is pretty decent and carries on the theme of the movie established early on by the quote that opens this review    oddly enough   desmond ballentine   who plays the character deportee   is well known as a pioneer in the realm of `gangsta  reggae as the performer ninjaman   and he doesn t contribute a single song to the film   that i could see     which is virtually unheard of here in the us    at the time of this writing   third world cop has been put into limited theatrical release in the us   coming off of a six month box office breaking run in jamaica   where it holds the position as highest grossing film of all time   bringing in $21 million in jamaica   which is roughly $500   000 us      palm pictures   the company that released the offbeat   but entertaining six string samurai   is the company releasing the film and considering that their main focus is the dvd market   i can imagine that a disc will be available once the film has left theaters    chris blackwell   founder of palm pictures   was also involved in the production of another jamaican box office smash in 1981 entitled countryman   so i d say he has a pretty good track record    overall   third world cop is a pretty entertaining homage to the films of john woo   ringo lam   tsui hark   and many other action films by directors from hong kong    if action films are your thing and you don t mind intermittent subtitles   then you can t go wrong with this film    the performances and the story are solid   if only a little cliched   and the action is tight    i m not sure what the other jamaican films released in that country are like   but apparently third world cop s honors are well deserved    
Pos, all those who were offended by there s something about mary should not tread in the waters of american pie   a gratuitously sexual rollercoaster ride of raunch    and while this uproariously funny   gross out summer movie is basically an exercise in bad taste   it also demonstrates a surprising sweetness in the end    american pie is the latest entry to the offensive teenage targeted fare this season    i must question the studio that releases a movie like this    the producers are aiming these films at the 15 24 crowd   but while pushing the limit of possible sex and violence in an r rated film    some have even been narrowly avoiding the dreaded nc 17   a rating the mpaa gives when the adult content surpasses even that of a restricted movie    american pie was threatened with an nc 17   but after snipping a few scenes from the finished product   it was given an r   but at least this new addition is not as careless and unforgiving as something like south park    it is sick   perverse   and ultimately disgusting   not to mention extremely funny    american pie is about four desperate teenagers who make a pact to lose their virginity by prom night    jim   jason biggs     kevin   thomas ian nicholas     oz   chris klein   and finch   eddie kaye thomas   are a quartet of high school students in their senior year who think sex is something they must experience to be successful in their lives ahead    jim inquires what it feels like when you reach third base   to which one of his friends replies   `like warm apple pie            of course   this prompts the scene unfairly exposed in the trailers   in which jim and a freshly baked pie have a very intimate moment in the kitchen corner    there are many moments   such as this   in which director paul weitz uses a game plan similar to the one frequently displayed in mary   to cause the audience to break down laughing in disgusting disbelief    american pie is a hard fought effort that has replenishing rewards if you manage to stick with it    i loved the young cast in this movie    consider the subject matter that these actors have dealt with   obviously suggestiveness never rivaled in any of their previous projects   and you should appreciate their performances    biggs is more than enjoyable   and chris klein   who recently played a similar jock in election   is obviously a young talent on the rise    but in a teen dominated movie   the best performance comes from comedian eugene levy   of television s sctv     who is unexpectedly brilliant as jim s uneasy father    scenes in which the familiar father son conversations are brought to interesting new levels are the funniest moments to be found in american pie    after levy discovers jim s new use for apple pie   he tells him   `i did a fare share of that sort of thing when i was your age    but i never used baked goods      it is performances such as his   and bill murray s in rushmore   that are often unfairly dismissed when awards are handed out    there are some less than original aspects of the film    a bathroom incident involving finch and a bottle of ex lax is something we ve seen before    if weitz is planning to take after the farrelly brothers   then this is a decidedly unwise move   the same prank was pulled in the brother s dumb and dumber   and used to greater effect    secondly   the characters are forced into a half hearted climax that seems more artificial than amusing    but at one point   in which we discover that american pie does have a heart of it s own   biggs asks his buddies why he s going through so much pressure for something that s `not very important anyway      and so we realize that while the film is expressive about a subject that is hardly appropriate   it still manages to be mature    in it s own way    
Neg, apparently   when crap calls   jim carrey answers    here he is   mugging it up in countless unfunny ways for the fifth time   his second go around in the role of pet detective ace ventura    that means more talking ass cracks   penis jokes and cries of   al l l l l l l l l l lrighty then      it all adds up to a sequel that makes the original resemble schindler s list in terms of dramatic merit   or lack of    granted   there are a few laughs amid the constant barrage of pre school humor   but anyone who appreciates good comedy will bang their head against the wall ten times for every minor chuckle    it s a painful experience for anyone with a brain    ace is distraught after accidentally dropping a racoon into a canyon   in a parody of the opening scene of sylvester stallone s cliffhanger   jim carrey being the only person who can make stallone look like a college professor in terms of intellect   or lack of   and decides to retire to the mountains of tibet to gain a higher level of consciousness   or   in his case   a level of consciousness      but he is pulled out of retirement to the tune of $20   000 to retrieve a sacred white bat for an african tribe    why africa    so carrey can disguise himself nude inside a fake rhino and later climb out the rear end as a tourist family watches     look   the rhino s about to give birth !        if that seems like hee haw humor to you   by all means   see the movie    if not   claim your place in human civilization with the rest of us    obviously   there are quite a few nonmembers of civilization who made this movie   like the first ace ventura film   i use the word   film   only because it was filmed   not because there s any level of artistic merit       a huge success    in fact   carrey only has a career because of the decline of intelligence in our culture    you may say to me     but andrew   look at jerry lewis    he was born with a negative i   q    and look how popular he was thirty years ago      maybe   but i still say jerry lewis is a notch or two up on the comedic ladder because he never actually did an impression in a movie of a rabid bulldog biting off a man s testicles        lewis at least had the dignity to save that performance for when company came over    
Pos, by phil curtolo mel gibson   braveheart   gave a gripping performance as the father of a young kidnapped boy in ron howard s ransom    gibson plays tom mullen   a wealthy business tycoon whose past actions are coming back to haunt him as a deranged psychopath   played by gary sinise   forrest gump     and his band of low life thugs kidnap his only son for $2 million    tom and his wife   kate   played by rene russo   tin cup   were instructed not to inform the police   but they contacted the fbi    minutes later   an elite team of agents led by delroy lindo   broken arrow   are in tom s house and wiring every phone    the plot sounds average   just like most other kidnap movies that you ve already seen   and it was nothing more than that    that is until about half way through the movie    suddenly   tom goes to the fox 5 news room and makes a live broadcast saying     this is your ransom    but this is as close as you will ever get to it    instead   i am offering this money as a reward on your head   dead or alive      at this point   the plot thickened   and the unusually slow start of the film turned into a suspense filled action film with great stunts    the last half of the film is very well done    another thing that carries this film are the superb performances by gibson and sinise   as they collide in a game of wits over their cellular phones for most of the movie    owen gleiberman of entertainment weekly commented on the subject     it makes you wonder what kidnappers did before cell phones      before this movie   sinise played mostly   good guys     first in of mice & men   then in forrest gump   and most recently   in apollo 13    but he was surprisingly devilish and cold in his portrayal of a cop gone bad    gibson   of course   was just being gibson   in an oscar worthy performance    although most of the scenes were quite predictable   ransom is a very entertaining and suspenseful film        
Neg, capsule   in 2176 on the planet mars police taking into custody an accused murderer face the title menace    there is a lot of fighting and not a whole lot of story otherwise    john carpenter reprises so many ideas from his previous films   especially assault on precinct 13   that the new film comes off as his homage to himself       0    4 to +4      john carpenter apparently believes that action scenes in which people fight something horrible are the same as horror scenes    for a writer and director of horror films   supposedly an expert on horror   it is a very bad mistake to make    ghosts of mars is called a horror movie   but it is more just a drawn out fight between humans and a surprisingly low powered alien menace    in addition if anybody but john carpenter had made ghosts of mars   carpenter would have grounds to sue    this film is just chock full of pieces taken from assault on precinct 13   the thing   and prince of darkness    it is   in fact   surprising that carpenter managed to fit so many pieces of his previous work into this film in such an admittedly novel way    but that still does not make for a really good science fiction experience    ghosts of mars takes place in the year 2176    mars has been mostly terraformed so that humans can walk on the surface without breathing gear   which is good for the film s budget      it is never mentioned   but the gravity on mars has been increased somehow to earth normal   again making it easier to film    society has changed a bit by that time   but it has advanced surprisingly little    apparently the culture has changed so that women are much more in positions of control    and from carpenter s view   women have really made a mess of things    society has stagnated under female control so that beyond some minor technological advances society has changed less in 175 years than we might expect it to change in ten    the basic plot of ghosts of mars has much in common with that of assault on precinct 13 except that precinct 9   yes   precinct 9   has been replaced by a somewhat tacky looking rundown martian mining colony    instead of having the criminal   napolean   wilson   this film has the criminal   desolation   williams    instead of facing hoodlums with automatic weapons the police face   well   ghosts of mars    because the ghosts are somewhat alien in nature they should behave in some alien manner   but they essentially behave as human savages   in another lapse of imagination    the story is told in flashback   flashback within flashback   and flashback within flashback within flashback    ghosts of mars takes place entirely at night and is filmed almost entirely in tones of red   yellow   and black    carpenter manages to give us a powerful opening scene   showing a mining train rushing through the martian night to the sound of music with a heavy beat    sadly what follows is not really up to the buildup    the terror he creates looks a little too much like fugitive wannabes from the rock band kiss    his idea of building suspense is having a bunch of sudden jump scenes that sucker the viewer into thinking something scary is happening and then prove to be just something boring    these are standard haunted house film shock effects that require no great talent to give the audience    somewhat newer but also unimpressive are the cgi digital decapitations in some of the fights    within a short stretch of time we have seen the release of mission to mars   red planet   and ghosts of mars    after mission to mars was panned by too many reviewers it looks better and better and better as time goes by    i rate ghosts of mars a 4 on the 0 to 10 scale and a 0 on the  4 to +4 scale    following the movie i showed my wife   who liked ghosts of mars moderately more than i did   carpenter s classic assault on precinct 13    her comment is that it was seeing the same film twice    
Pos, i find most of television so intensely boring that i simply never turn on my set   unless i m watching a movie    i don t even have cable   so i went to radio shack to buy an antenna specifically for the purpose of watching   the x files   every sunday night    it s the only show that s worth an hour of my time each week   though   since i don t watch reruns   i m glad that i have six months of the year to avoid television altogether      i am an avid fan of the show   and have been for about three years now    and i love gillian anderson    the x files is the film that continues the story where the season finale left off    the film is like a two hour episode   except that there are a lot more special effects   the plot is thicker   and the resolution is more satisfying    this is a terrific film   both for fans of the series and for those who have never seen it   i imagine that viewers unfamiliar with the show will find the film to be solid and riveting entertainment      i expected to like it more than any episode i ve seen   and my expectations were met    actually   the film takes a few risks in its story and plot devices   but   thankfully   the makers managed to do it right    when the finale ended   the fbi branch known as the x files had been destroyed   and our heroes   mulder   david duchovny   and scully   gillian anderson   were left stripped of five years of hard work    the film picks up soon after   and mulder and scully have been reduced to field agents investigating a bomb threat in a federal building    but wait   i m getting ahead of myself    the film actually opens in the ice age   about 32   000 years prior   during which a couple of prehistoric guys get attacked by a vicious alien    the alien s blood infects them   fans of the show will certainly remember the black cancer     and the story jumps into modern times   during which a young boy is also infected with the cancer    it turns out that the bomb was planted to kill the boy   and mulder and scully uncover the cover up despite the fact that scully has resigned from her position in the fbi    soon   they find out that the whole thing has to do with aliens    as i ve written before   it s not easy to write plot summaries for films like this   because everything needs to be a surprise    fans of the show will know what to expect   and i seriously doubt any of them being disappointed with the film    director rob bowman has done a great job expanding the eerie feeling of the show to the big screen   making small adjustments and minor changes to utilize the possibilities that film allows over television    there are some truly suspenseful and well created scenes here   late in the film   when they re in the alien spacecraft   you ll see one of the better action sequences in recent cinema      the special effects are very good   and the production design by christopher nowak is fantastic    what i find interesting is that the x files is actually a great way for series neophytes to get into the story    our heroes are given subtle introductions   we re not expected to know them on the outset     and the film explains enough of the story that prior knowledge of the series isn t required to understand the film    there are   of course   little elements that the makers have included as payoff to the fans   but i ll keep those as surprises    it takes a lot of thought and understanding of the series to create a film using roots as complicated as the ones that the series provides   and then create a coherent film that anyone can understand clearly    the series is strong for a lot of reasons    it s original   though it has many ties to   the twilight zone   and owes some homage to hitchcock     and impressively eerie for a television show    what really makes the series shine   however   are the actors    duchovny has so much presence   and is just a fun guy to watch    he has that confidence that will someday make him into a bankable leading man    anderson is equally good   and paralyzingly beautiful   she s also a strong actress    both performers have acted in little more than their series   however   though i think they ll both get their chances to prove themselves very soon    i enthusiastically recommend the x files   both for fans and non fans    1998 is a summer filled with disappointing blockbusters   and this film should satisfy where most of the others leave you completely dry    it s an intelligent film   and takes you places that you might not have been   or   at least   might not have seen so many times that they feel familiar      the x files is impressive in concept   as well   fans of the series are likely to be highly critical   and to take the premise beyond the series is a risky move    it s nice to see a risk pay off for a change    actually   it s nice to see a risk at all    
Pos, in some regards   making a movie is like trying to stretch a rubber band as far as you can without breaking it    try too hard   and it snaps   but too much reservation means someone else will come along and pull it farther    in simon birch   director mark steven johnson shows us just how to master the technique   he takes advantage of caution and poise   but also risks his movie with a few bold steps    in the end   he s not only holding an unbroken band   but he makes the audience appreciate the lengths he went to direct such a fine feature    there s no doubt about it   the film that johnson has crafted is rich    he chooses for his setting the quaint town of gravestown   maine   leaves turn bright orange in the fall   the grass is a lush green   pure white snow falls in the winter   and the sky goes on forever    the characters continue that turn   our two leads are simon birch   ian michael smith   and joe wenteworth   joseph mazzello      simon is the smallest baby ever born within the records of the local hospital   and by age twelve he s only two feet tall    joe is the bastard son of rebecca   ashley judd     and by age twelve he s ready to know who is father is    naturally   the two outcasts become good friends and share many adventures together   from disrupting sunday school to doing community service to playing little league baseball    in a wonderfully executed performance by ian michael smith   simon birch is convinced that he s god s instrument   and there must be a reason he s so small    joe doesn t quite buy it   but he sticks by simon   the two tough it out through the worst of times and are each other s only true friends    early on   the two meet up with ben goodrich   oliver platt     rebecca s new boyfriend   and although the bond isn t immediate   ben and the two boys develop a liking for each other    both platt and judd give solid performances that lend their characters a deep likeability    the audience cares about them as much as they do about joe and simon   a testament to the acting jobs of both    finally   jim carrey gives a cameo as the adult joe in the present day   and his few minutes here are relatively more impressive than his entire performance in the truman show    mark steven johnson s sense of drama and writing is fantastic    the script is loosely based on john irving s novel   a prayer for owen meany   but it s so far off the source material that irving actually requested the credits be changed from  based on  to  suggested by      along those same lines   it s almost unfitting to compare the two   johnson uses tension   humor   atmosphere   and suspense to create an original drama of forrest gumpian proportions    by no means has he developed a project of similar popularity   gump made over 300 million dollars while birch ought to pass out of sight in a few weeks   but the winning idea remains the same    simon birch is a different look at a different life   and one that will most likely be studied in film school classes in decades to come    in the present   however   it s an enjoyable little picture that everyone ought to take a look at    
